Open,High,Low,Close,Volume,timestamp
215.485,217.4899,215.39,216.145,5723160,2025-03-20 10:00:00
216.17,216.53,215.425,215.5963,3451532,2025-03-20 11:00:00
215.589,216.44,213.0,213.54,6256864,2025-03-20 12:00:00
213.53,214.02,213.1,213.4,3274026,2025-03-20 13:00:00
213.43,213.83,212.22,212.3694,4271225,2025-03-20 14:00:00
212.35,214.76,212.34,214.15,7370196,2025-03-20 15:00:00
214.15,214.39,212.64,214.06,26128081,2025-03-20 16:00:00
214.0616,224.068,199.6953,213.9,17355,2025-03-20 17:00:00
213.91,247.04,213.7,213.85,20054,2025-03-20 18:00:00
213.85,214.1,213.56,213.75,50498,2025-03-20 19:00:00
214.18,214.22,213.0,213.36,17376,2025-03-21 04:00:00
213.36,213.88,213.15,213.64,11779,2025-03-21 05:00:00
213.64,213.88,211.51,212.0,90761,2025-03-21 06:00:00
212.0,213.06,212.0,212.17,79885,2025-03-21 07:00:00
212.2,214.2288,210.74,210.85,406459,2025-03-21 08:00:00
210.94,214.42,209.2,214.12,18190628,2025-03-21 09:00:00
214.16,214.54,213.17,214.46,5125766,2025-03-21 10:00:00
214.47,214.84,212.68,213.2602,5795425,2025-03-21 11:00:00
213.25,215.48,212.64,215.43,4843223,2025-03-21 12:00:00
215.425,215.425,214.2601,214.29,2765793,2025-03-21 13:00:00
214.28,215.37,214.28,215.17,3555258,2025-03-21 14:00:00
215.17,218.84,214.86,218.36,12348935,2025-03-21 15:00:00
218.35,218.44,217.27,217.7427,65063951,2025-03-21 16:00:00
217.75,220.7776,202.4032,217.6,159185,2025-03-21 17:00:00
217.59,217.78,216.0665,217.72,18309,2025-03-21 18:00:00
217.7475,218.27,217.6,217.8,157810,2025-03-21 19:00:00
218.56,220.64,218.56,220.45,83275,2025-03-24 04:00:00
220.43,220.85,220.35,220.56,76882,2025-03-24 05:00:00
220.58,220.61,219.84,220.16,72294,2025-03-24 06:00:00
220.16,220.33,219.75,220.19,95597,2025-03-24 07:00:00
219.9,220.8509,217.725,220.5,173291,2025-03-24 08:00:00
220.5,221.23,218.27,220.2101,6229984,2025-03-24 09:00:00
220.2065,220.37,219.22,219.73,4651354,2025-03-24 10:00:00
219.73,220.69,218.96,219.79,4278095,2025-03-24 11:00:00
219.79,220.05,218.82,219.29,2955089,2025-03-24 12:00:00
219.29,219.59,218.89,219.57,2985179,2025-03-24 13:00:00
219.59,220.38,219.17,220.125,3247517,2025-03-24 14:00:00
220.1332,221.48,219.5837,220.43,8157649,2025-03-24 15:00:00
220.38,220.85,209.744,220.73,19183584,2025-03-24 16:00:00
220.73,220.83,207.4218,220.76,24987,2025-03-24 17:00:00
220.76,221.645,220.7,220.76,31035,2025-03-24 18:00:00
220.76,220.9,220.7,220.75,21220,2025-03-24 19:00:00
