Open,High,Low,Close,Volume,timestamp
248.13,254.9888,246.87,248.71,11149,2025-03-17 08:00:00
249.2,253.8,246.9017,253.055,338274,2025-03-17 09:00:00
252.92,254.63,252.22,252.43,661422,2025-03-17 10:00:00
252.5,253.44,252.0,253.22,274955,2025-03-17 11:00:00
253.34,253.84,252.55,253.34,232308,2025-03-17 12:00:00
253.285,254.11,253.01,253.72,173623,2025-03-17 13:00:00
253.71,254.2,253.42,254.03,245342,2025-03-17 14:00:00
253.93,253.93,252.78,252.97,554286,2025-03-17 15:00:00
252.92,254.9,251.0,253.3084,1631741,2025-03-17 16:00:00
252.7,253.475,252.65,253.4516,72,2025-03-17 17:00:00
253.2,253.25,252.51,253.24,446572,2025-03-17 18:00:00
252.97,253.5,252.6974,253.0,446683,2025-03-17 19:00:00
253.81,255.0,253.14,253.84,2273,2025-03-18 04:00:00
253.97,253.97,253.12,253.32,408,2025-03-18 05:00:00
253.55,253.55,252.5,252.78,676,2025-03-18 06:00:00
252.69,253.0,252.68,253.0,674,2025-03-18 07:00:00
252.79,253.91,251.9012,252.37,2166,2025-03-18 08:00:00
252.26,253.19,246.78,246.98,347758,2025-03-18 09:00:00
246.91,247.66,245.86,245.86,533836,2025-03-18 10:00:00
246.005,246.61,245.12,245.7,348783,2025-03-18 11:00:00
245.72,246.79,245.245,245.985,264790,2025-03-18 12:00:00
245.95,246.7,245.54,246.29,222851,2025-03-18 13:00:00
246.29,248.3,246.27,247.005,742659,2025-03-18 14:00:00
246.93,247.42,246.49,246.93,1070455,2025-03-18 15:00:00
247.0,250.0,246.0,246.65,1585063,2025-03-18 16:00:00
246.67,247.4,246.5,246.86,1418,2025-03-18 17:00:00
246.81,247.4,246.5,246.5,475553,2025-03-18 18:00:00
246.95,247.4,245.0,247.37,475768,2025-03-18 19:00:00
247.89,247.89,246.53,247.0,356,2025-03-19 04:00:00
247.0,247.34,247.0,247.02,26,2025-03-19 05:00:00
247.34,247.34,247.04,247.34,11,2025-03-19 06:00:00
247.31,247.4,247.05,247.39,333,2025-03-19 07:00:00
240.9412,248.0,240.9412,247.6,3383,2025-03-19 08:00:00
247.6,249.56,246.64,247.74,240026,2025-03-19 09:00:00
247.695,249.5157,247.63,249.49,301105,2025-03-19 10:00:00
249.375,250.3275,248.97,249.99,417607,2025-03-19 11:00:00
250.0488,250.89,249.92,250.28,295186,2025-03-19 12:00:00
250.3399,250.76,249.94,250.55,342666,2025-03-19 13:00:00
250.4,252.7882,250.0,252.33,484584,2025-03-19 14:00:00
252.3984,253.66,252.2,252.33,931174,2025-03-19 15:00:00
252.33,253.25,248.0,253.2188,2009713,2025-03-19 16:00:00
252.29,252.78,252.01,252.5,74,2025-03-19 17:00:00
252.52,253.25,252.29,253.0,588022,2025-03-19 18:00:00
252.29,253.25,252.29,253.25,587086,2025-03-19 19:00:00
269.99,269.99,252.19,253.32,464,2025-03-20 04:00:00
253.27,253.54,252.32,252.32,187,2025-03-20 05:00:00
252.34,252.34,249.98,251.7,2814,2025-03-20 06:00:00
251.64,251.7,250.0,250.89,6293,2025-03-20 07:00:00
252.5785,259.9988,247.13,247.23,13809,2025-03-20 08:00:00
247.85,248.35,237.224,241.1,1276076,2025-03-20 09:00:00
241.31,244.21,240.03,243.815,1060974,2025-03-20 10:00:00
243.815,246.08,242.89,245.025,751947,2025-03-20 11:00:00
244.96,245.36,242.14,242.965,598715,2025-03-20 12:00:00
243.0,243.75,241.49,242.04,518208,2025-03-20 13:00:00
242.03,243.09,241.11,242.5,761150,2025-03-20 14:00:00
242.545,244.56,242.545,243.34,1231039,2025-03-20 15:00:00
243.34,244.0,243.19,243.74,2085144,2025-03-20 16:00:00
243.7,243.78,243.32,243.38,1113,2025-03-20 17:00:00
243.54,243.593,243.32,243.49,642017,2025-03-20 18:00:00
243.32,243.59,243.0,243.11,644524,2025-03-20 19:00:00
242.99,243.2,241.56,241.62,236,2025-03-21 04:00:00
242.31,242.32,241.07,242.19,368,2025-03-21 05:00:00
242.2,242.2,241.06,241.29,1906,2025-03-21 06:00:00
241.41,242.0,241.3,241.85,311,2025-03-21 07:00:00
241.5,245.2488,241.14,242.0,3097,2025-03-21 08:00:00
241.74,242.69,238.5,239.5,1611349,2025-03-21 09:00:00
239.53,242.67,239.11,242.38,580307,2025-03-21 10:00:00
242.485,243.4,242.04,243.195,959955,2025-03-21 11:00:00
243.2478,245.16,242.93,244.89,385007,2025-03-21 12:00:00
244.94,245.205,244.18,244.61,293444,2025-03-21 13:00:00
244.59,244.87,242.57,242.92,530691,2025-03-21 14:00:00
242.92,244.05,242.1212,244.04,1208218,2025-03-21 15:00:00
244.04,244.35,243.0,243.87,9860177,2025-03-21 16:00:00
244.35,244.35,243.35,243.87,125,2025-03-21 17:00:00
243.1937,244.3,243.1937,244.29,2930762,2025-03-21 18:00:00
243.87,244.16,243.86,243.87,2943837,2025-03-21 19:00:00
244.67,246.0,244.67,245.62,623,2025-03-24 04:00:00
245.7,245.84,245.63,245.64,269,2025-03-24 05:00:00
245.65,247.97,245.2,246.9,3642,2025-03-24 06:00:00
246.7,247.49,245.76,247.15,6112,2025-03-24 07:00:00
246.1,248.2688,236.2412,246.9285,4487,2025-03-24 08:00:00
246.88,247.9799,245.965,247.97,398927,2025-03-24 09:00:00
247.816,248.49,246.36,246.965,383821,2025-03-24 10:00:00
246.965,248.16,246.73,247.55,352670,2025-03-24 11:00:00
247.5,247.66,246.46,246.86,293280,2025-03-24 12:00:00
246.75,247.9699,246.65,247.37,447758,2025-03-24 13:00:00
247.3702,248.08,246.59,248.03,338276,2025-03-24 14:00:00
248.025,248.82,247.6,248.33,777064,2025-03-24 15:00:00
248.4,248.91,245.5,247.58,3843522,2025-03-24 16:00:00
248.01,248.99,247.58,248.99,721,2025-03-24 17:00:00
248.5,248.5,245.19,245.19,1050059,2025-03-24 18:00:00
248.45,248.45,247.65,248.44,1049523,2025-03-24 19:00:00
