timestamp,open,high,low,close,volume
2025-03-13 19:55:00,246.4250,246.8000,246.4250,246.5000,35
2025-03-13 19:45:00,247.0000,247.0000,246.8000,247.0000,82
2025-03-13 19:40:00,247.2000,247.2000,247.2000,247.2000,2
2025-03-13 19:35:00,247.0000,247.3300,247.0000,247.3300,52
2025-03-13 19:30:00,246.8100,246.8100,246.8100,246.8100,20
2025-03-13 19:25:00,246.8200,247.3300,246.8200,247.3300,2
2025-03-13 19:20:00,247.0000,247.1000,247.0000,247.1000,3
2025-03-13 19:10:00,247.0082,247.3100,247.0082,247.3100,20
2025-03-13 19:00:00,245.8000,247.0100,245.8000,247.0100,507159
2025-03-13 18:55:00,246.7000,246.7000,246.7000,246.7000,20
2025-03-13 18:50:00,246.7100,246.7100,246.7100,246.7100,3
2025-03-13 18:45:00,246.9753,246.9753,246.0100,246.0100,25
2025-03-13 18:40:00,246.9500,246.9800,246.9500,246.9800,36
2025-03-13 18:35:00,246.9800,246.9800,246.9800,246.9800,15
2025-03-13 18:30:00,245.8000,246.9800,245.8000,246.9800,507009
2025-03-13 18:25:00,247.0000,247.0000,247.0000,247.0000,4
2025-03-13 18:20:00,246.9500,246.9500,246.6900,246.6900,29
2025-03-13 18:15:00,246.8400,246.9988,246.8200,246.9988,115
2025-03-13 18:10:00,246.6900,246.7000,246.0500,246.7000,19
2025-03-13 18:05:00,246.0300,246.6900,246.0300,246.6900,2
2025-03-13 17:55:00,246.9700,246.9700,246.9700,246.9700,2
2025-03-13 17:50:00,246.0300,246.9700,246.0300,246.9700,17
2025-03-13 17:45:00,247.0000,247.0000,247.0000,247.0000,5
2025-03-13 17:40:00,246.0300,246.0500,246.0300,246.0500,6
2025-03-13 17:35:00,246.0300,246.0300,246.0300,246.0300,5
2025-03-13 17:30:00,247.0000,247.0000,247.0000,247.0000,1
2025-03-13 17:20:00,246.0300,246.9700,246.0300,246.0500,45
2025-03-13 17:15:00,246.0300,246.6700,245.8200,245.8200,20
2025-03-13 17:10:00,246.0500,246.0500,246.0500,246.0500,50
2025-03-13 17:05:00,247.0000,247.0000,245.8000,245.8000,958
2025-03-13 17:00:00,245.8200,246.0300,245.8200,246.0300,51
2025-03-13 16:55:00,246.0000,246.0500,246.0000,246.0500,4
2025-03-13 16:50:00,246.0000,246.0000,246.0000,246.0000,1
2025-03-13 16:40:00,246.9400,246.9400,245.8000,246.0000,28794
2025-03-13 16:35:00,247.0000,247.0000,247.0000,247.0000,1
2025-03-13 16:25:00,246.5000,246.5000,246.3200,246.3200,42
2025-03-13 16:20:00,246.3000,246.3000,246.3000,246.3000,2
2025-03-13 16:15:00,245.8000,245.8382,245.8000,245.8000,119
2025-03-13 16:10:00,245.8000,247.0000,245.5500,246.3000,508878
2025-03-13 16:05:00,245.8000,245.8000,244.1800,245.5500,379
2025-03-13 16:00:00,245.6300,247.3300,244.1800,244.1800,1146797
2025-03-13 15:55:00,245.5500,245.8700,245.3700,245.6300,253464
2025-03-13 15:50:00,245.6100,245.7650,244.9900,245.4400,114324
2025-03-13 15:45:00,245.6500,245.8000,245.4900,245.6911,53197
2025-03-13 15:40:00,245.5100,245.8200,245.4600,245.7250,38883
2025-03-13 15:35:00,246.1500,246.1500,245.3300,245.5900,73008
2025-03-13 15:30:00,245.7100,246.1800,245.4800,246.1100,38692
2025-03-13 15:25:00,246.0650,246.1100,245.4500,245.7100,38092
2025-03-13 15:20:00,246.4609,246.4609,246.0200,246.0650,21044
2025-03-13 15:15:00,246.3500,246.5700,246.2500,246.4300,19813
2025-03-13 15:10:00,245.7500,246.4850,245.6400,246.3300,63136
2025-03-13 15:05:00,246.1950,246.2050,245.7600,245.8900,33968
2025-03-13 15:00:00,246.7250,246.9577,246.0550,246.1800,28826
2025-03-13 14:55:00,246.6912,246.9000,246.4446,246.6900,32093
2025-03-13 14:50:00,246.9800,247.1000,246.3600,246.6800,28047
2025-03-13 14:45:00,246.7300,247.2700,246.5800,247.0750,27026
2025-03-13 14:40:00,246.0400,246.8075,246.0200,246.7300,22595
2025-03-13 14:35:00,246.0400,246.2700,245.8900,246.0400,22145
2025-03-13 14:30:00,245.7000,246.3599,245.5100,246.0200,39645
2025-03-13 14:25:00,245.5600,245.7600,245.3000,245.7600,46369
2025-03-13 14:20:00,244.9700,245.6399,244.9700,245.5600,28180
2025-03-13 14:15:00,245.0800,245.2400,244.8700,245.1050,34735
